"","x"
"2494",22
"2495",58
"2496",98
"2497",27
"2498",1
"2499",27
"2500",15
"2501",86
"2502",68
"2503",52
"2504",9
"2505",24
"2506",4
"2507",19
"2508",21
"2509",32
"2510",21
"2511",32
"2512",95
"2513",21
"2514",0
"2515",15
"2516",24
"2517",42
"2518",16
"2519",29
"2520",63
"2521",16
"2522",68
"2523",20
"2524",29
"2525",46
"2526",25
"2527",118
"2528",47
"2529",1
"2530",7
"2531",109
"2532",72
"2533",31
"2534",46
"2535",20
"2536",8
"2537",28
"2538",6
"2539",29
"2540",29
"2541",1
"2542",139
"2543",8
"2544",16
"2545",7
"2546",53
"2547",141
"2548",25
"2549",30
"2550",37
"2551",50
"2552",3
"2553",4
"2554",15
"2555",26
"2556",24
"2557",37
"2558",54
"2559",15
"2560",30
"2561",112
"2562",19
"2563",23
"2564",53
"2565",11
"2566",23
"2567",50
"2568",37
"2569",24
"2570",26
"2571",37
"2572",226
"2573",27
"2574",64
"2575",20
"2576",35
"2577",6
"2578",29
"2579",154
"2580",19
"2581",17
"2582",22
"2583",11
"2584",118
"2585",138
"2586",116
"2587",28
"2588",3
"2589",113
"2590",296
"2591",67
"2592",16
"2593",4
"2594",47
"2595",1
"2596",53
"2597",14
"2598",97
"2599",6
"2600",40
"2601",19
"2602",42
"2603",9
"2604",33
"2605",67
"2606",19
"2607",150
"2608",36
"2609",59
"2610",9
"2611",21
"2612",14
"2613",141
"2614",56
"2615",42
"2616",15
"2617",82
"2618",24
"2619",32
"2620",56
"2621",28
"2622",36
"2623",29
"2624",22
"2625",29
"2626",1
"2627",31
"2628",56
"2629",117
"2630",16
"2631",22
"2632",8
"2633",6
"2634",77
"2635",126
"2636",83
"2637",31
"2638",17
"2639",55
"2640",35
"2641",89
"2642",211
"2643",18
"2644",68
"2645",51
"2646",28
"2647",13
"2648",125
"2649",48
"2650",25
"2651",53
"2652",14
"2653",15
"2654",17
"2655",42
"2656",28
"2657",39
"2658",6
"2659",38
"2660",19
"2661",18
"2662",11
"2663",17
"2664",33
"2665",52
"2666",9
"2667",150
"2668",44
"2669",98
"2670",80
"2671",35
"2672",98
"2673",66
"2674",15
"2675",16
"2676",122
"2677",63
"2678",31
"2679",128
"2680",47
"2681",51
"2682",43
"2683",1
"2684",75
"2685",55
"2686",7
"2687",4
"2688",73
"2689",25
"2690",70
"2691",19
"2692",97
"2693",58
"2694",22
"2695",58
"2696",48
"2697",68
"2698",12
"2699",40
"2700",163
"2701",15
"2702",38
"2703",16
"2704",32
"2705",60
"2706",15
"2707",24
"2708",67
"2709",37
"2710",20
"2711",23
"2712",65
"2713",19
"2714",22
"2715",3
"2716",16
"2717",4
"2718",4
"2719",3
"2720",7
"2721",2
"2722",20
"2723",12
"2724",3
"2725",15
"2726",14
"2727",9
"2728",21
"2729",13
"2730",21
"2731",23
"2732",15
"2733",15
"2734",19
"2735",60
"2736",15
"2737",21
"2738",16
"2739",25
"2740",79
"2741",24
"2742",50
"2743",9
"2744",60
"2745",78
"2746",44
"2747",17
"2748",50
"2749",40
"2750",24
"2751",6
"2752",25
"2753",15
"2754",8
"2755",28
"2756",5
"2757",34
"2758",22
"2759",31
"2760",107
"2761",19
"2762",66
"2763",6
"2764",40
"2765",1
"2766",17
"2767",75
"2768",23
"2769",28
"2770",8
"2771",26
"2772",24
"2773",38
"2774",10
"2775",48
"2776",27
"2777",32
"2778",47
"2779",95
"2780",5
"2781",23
"2782",33
"2783",10
"2784",23
"2785",62
"2786",239
"2787",44
"2788",16
"2789",57
"2790",33
"2791",38
"2792",23
"2793",17
"2794",98
"2795",5
"2796",20
"2797",129
"2798",35
"2799",28
"2800",30
"2801",54
"2802",32
"2803",31
"2804",21
"2805",30
"2806",45
"2807",28
"2808",55
"2809",16
"2810",21
"2811",87
"2812",12
"2813",0
"2814",111
"2815",23
"2816",49
"2817",36
"2818",18
"2819",19
"2820",91
"2821",1
"2822",16
"2823",56
"2824",32
"2825",37
"2826",17
"2827",20
"2828",43
"2829",32
"2830",41
"2831",75
"2832",52
"2833",35
"2834",25
"2835",44
"2836",29
"2837",12
"2838",91
"2839",21
"2840",26
"2841",48
"2842",115
"2843",0
"2844",54
"2845",31
"2846",12
"2847",25
"2848",16
"2849",16
"2850",61
"2851",137
"2852",10
"2853",45
"2854",31
"2855",30
"2856",24
"2857",16
"2858",56
"2859",22
"2860",16
"2861",21
"2862",56
"2863",19
"2864",16
"2865",8
"2866",35
"2867",125
"2868",25
"2869",41
"2870",16
"2871",38
"2872",37
"2873",26
"2874",21
"2875",28
"2876",3
"2877",34
"2878",48
"2879",5
"2880",48
"2881",49
"2882",38
"2883",24
"2884",13
"2885",31
"2886",24
"2887",15
"2888",28
"2889",30
"2890",32
"2891",23
"2892",20
"2893",1
"2894",8
"2895",1
"2896",14
"2897",16
"2898",1
"2899",28
"2900",20
"2901",50
"2902",44
"2903",36
"2904",3
"2905",2
"2906",58
"2907",16
"2908",47
"2909",42
"2910",25
"2911",28
"2912",8
"2913",31
"2914",115
"2915",31
"2916",15
"2917",35
"2918",19
"2919",191
"2920",3
"2921",23
"2922",34
"2923",70
"2924",33
"2925",49
"2926",85
"2927",11
"2928",34
"2929",17
"2930",3
"2931",26
"2932",57
"2933",10
"2934",2
"2935",149
"2936",81
"2937",15
"2938",0
"2939",19
"2940",8
"2941",6
"2942",11
"2943",3
"2944",36
"2945",36
"2946",23
"2947",16
"2948",27
"2949",43
"2950",57
"2951",25
"2952",100
"2953",47
"2954",11
"2955",7
"2956",56
"2957",41
"2958",117
"2959",46
"2960",41
"2961",16
"2962",24
"2963",37
"2964",40
"2965",1
"2966",32
"2967",87
"2968",48
"2969",32
"2970",16
"2971",22
"2972",0
"2973",85
"2974",4
"2975",37
"2976",19
"2977",239
"2978",4
"2979",91
"2980",42
"2981",32
"2982",93
"2983",19
"2984",17
"2985",19
"2986",26
"2987",225
"2988",13
"2989",116
"2990",46
"2991",78
"2992",23
"2993",33
"2994",33
"2995",32
"2996",0
"2997",32
"2998",67
"2999",74
"3000",59
"3001",21
"3002",19
"3003",162
"3004",14
"3005",20
"3006",15
"3007",9
"3008",10
"3009",13
"3010",105
"3011",53
"3012",15
"3013",38
"3014",97
"3015",45
"3016",2
"3017",61
"3018",75
"3019",7
"3020",21
"3021",7
"3022",40
"3023",11
"3024",20
"3025",17
"3026",22
"3027",29
"3028",15
"3029",20
"3030",14
"3031",24
"3032",25
"3033",32
"3034",110
"3035",16
"3036",19
"3037",18
"3038",63
"3039",15
"3040",32
"3041",18
"3042",62
"3043",60
"3044",73
"3045",96
"3046",17
"3047",27
"3048",86
"3049",75
"3050",30
"3051",0
"3052",52
"3053",74
"3054",2
"3055",18
"3056",15
"3057",91
"3058",33
"3059",5
"3060",17
"3061",51
"3062",62
"3063",71
"3064",45
"3065",16
"3066",1
"3067",34
"3068",29
"3069",30
"3070",18
"3071",14
"3072",44
"3073",23
"3074",18
"3075",28
"3076",44
"3077",26
"3078",16
"3079",30
"3080",56
"3081",4
"3082",14
"3083",30
"3084",29
"3085",12
"3086",17
"3087",22
"3088",53
"3089",34
"3090",10
"3091",15
"3092",4
"3093",0
"3094",180
"3095",29
"3096",174
"3097",25
"3098",102
"3099",22
"3100",53
"3101",23
"3102",17
"3103",96
"3104",42
"3105",75
"3106",3
"3107",17
"3108",64
"3109",38
"3110",35
"3111",4
"3112",3
"3113",43
"3114",0
"3115",14
"3116",44
"3117",217
"3118",4
"3119",21
"3120",25
"3121",29
"3122",35
"3123",25
"3124",9
"3125",179
"3126",29
"3127",14
"3128",29
"3129",1
"3130",64
"3131",34
"3132",54
"3133",117
"3134",39
"3135",19
"3136",11
"3137",23
"3138",32
"3139",12
"3140",20
"3141",8
"3142",20
"3143",26
"3144",30
"3145",16
"3146",16
"3147",22
"3148",16
"3149",16
"3150",8
"3151",16
"3152",16
"3153",32
"3154",50
"3155",15
"3156",26
"3157",29
"3158",35
"3159",21
"3160",23
"3161",10
"3162",2
"3163",9
"3164",21
"3165",53
"3166",106
"3167",67
"3168",26
"3169",30
"3170",16
"3171",6
"3172",30
"3173",43
"3174",84
"3175",7
"3176",87
"3177",44
"3178",44
"3179",111
"3180",34
"3181",30
"3182",29
"3183",84
"3184",36
"3185",16
"3186",43
"3187",67
"3188",10
"3189",42
"3190",16
"3191",93
"3192",22
"3193",15
"3194",3
"3195",22
"3196",15
"3197",82
"3198",23
"3199",32
"3200",26
"3201",29
"3202",15
"3203",16
"3204",16
"3205",7
"3206",19
"3207",1
"3208",43
"3209",14
"3210",14
"3211",18
"3212",41
"3213",84
"3214",23
"3215",78
"3216",13
"3217",25
"3218",71
"3219",15
"3220",17
"3221",7
"3222",28
"3223",66
"3224",12
"3225",66
"3226",0
"3227",79
"3228",100
"3229",51
"3230",24
"3231",69
"3232",16
"3233",16
"3234",30
"3235",40
"3236",32
"3237",18
"3238",39
"3239",19
"3240",60
"3241",25
"3242",98
"3243",20
"3244",11
"3245",7
"3246",19
"3247",14
"3248",18
"3249",46
"3250",0
"3251",1
"3252",11
"3253",24
"3254",31
"3255",194
"3256",38
"3257",233
"3258",14
"3259",47
"3260",207
"3261",31
"3262",15
"3263",4
"3264",13
"3265",19
"3266",20
"3267",17
"3268",1
"3269",35
"3270",112
"3271",62
"3272",15
"3273",18
"3274",23
"3275",18
"3276",5
"3277",12
"3278",44
"3279",61
"3280",0
"3281",10
"3282",43
"3283",8
"3284",32
"3285",2
"3286",90
"3287",35
"3288",16
"3289",59
"3290",63
"3291",15
"3292",118
"3293",17
"3294",17
"3295",118
"3296",21
"3297",18
"3298",18
"3299",18
"3300",3
"3301",35
"3302",22
"3303",3
"3304",19
"3305",13
"3306",12
"3307",18
"3308",9
"3309",15
"3310",3
"3311",195
"3312",124
"3313",38
"3314",16
"3315",29
"3316",118
"3317",8
"3318",161
"3319",16
"3320",24
"3321",22
"3322",42
"3323",3
"3324",27
"3325",8
"3326",11
"3327",2
"3328",101
"3329",114
"3330",59
"3331",18
"3332",21
"3333",6
"3334",7
"3335",23
"3336",18
"3337",10
"3338",3
"3339",22
"3340",222
"3341",39
"3342",18
"3343",44
"3344",15
"3345",19
"3346",33
"3347",135
"3348",31
"3349",19
"3350",4
"3351",11
"3352",23
"3353",14
"3354",16
"3355",75
"3356",25
"3357",17
"3358",12
"3359",22
"3360",158
"3361",5
"3362",20
"3363",41
"3364",73
"3365",28
"3366",94
"3367",1
"3368",106
"3369",15
"3370",11
"3371",18
"3372",171
"3373",26
"3374",75
"3375",28
"3376",18
"3377",40
"3378",48
"3379",29
"3380",229
"3381",26
"3382",83
"3383",39
"3384",147
"3385",269
"3386",16
"3387",73
"3388",66
"3389",66
"3390",76
"3391",71
"3392",92
"3393",83
"3394",13
"3395",98
"3396",9
"3397",3
"3398",127
"3399",149
"3400",131
"3401",69
"3402",10
"3403",79
"3404",68
"3405",34
"3406",50
"3407",6
"3408",56
"3409",1
"3410",69
"3411",29
"3412",37
"3413",54
"3414",53
"3415",81
"3416",67
"3417",108
"3418",74
"3419",32
"3420",61
"3421",87
"3422",91
"3423",49
"3424",22
"3425",25
"3426",47
"3427",14
"3428",23
"3429",59
"3430",73
"3431",53
"3432",79
"3433",35
"3434",17
"3435",101
"3436",57
"3437",190
"3438",55
"3439",28
"3440",49
"3441",64
"3442",69
"3443",15
"3444",64
"3445",24
"3446",276
"3447",103
"3448",0
"3449",19
"3450",55
"3451",16
"3452",19
"3453",26
"3454",71
"3455",54
"3456",113
"3457",103
"3458",74
"3459",35
"3460",13
"3461",10
"3462",53
"3463",77
"3464",117
"3465",98
"3466",26
"3467",64
"3468",38
"3469",71
"3470",3
"3471",47
"3472",32
"3473",23
"3474",62
"3475",34
"3476",27
"3477",48
"3478",26
"3479",52
"3480",66
"3481",9
"3482",44
"3483",25
"3484",3
"3485",10
"3486",3
"3487",11
"3488",82
"3489",20
"3490",20
"3491",70
"3492",55
"3493",26
"3494",46
"3495",20
"3496",21
"3497",121
"3498",32
"3499",90
"3500",36
"3501",45
"3502",150
"3503",9
"3504",23
"3505",93
"3506",98
"3507",35
"3508",88
"3509",26
"3510",88
"3511",25
"3512",15
"3513",16
"3514",34
"3515",24
"3516",35
"3517",109
"3518",29
"3519",184
"3520",129
"3521",30
"3522",5
"3523",39
"3524",87
"3525",46
"3526",18
"3527",99
"3528",17
"3529",85
"3530",17
"3531",68
"3532",180
"3533",20
"3534",59
"3535",59
"3536",133
"3537",16
"3538",197
"3539",31
"3540",166
"3541",160
"3542",11
"3543",94
"3544",31
"3545",16
"3546",109
"3547",58
"3548",11
"3549",39
"3550",135
"3551",3
"3552",17
"3553",154
"3554",38
"3555",26
"3556",64
"3557",46
"3558",53
"3559",31
"3560",22
"3561",19
"3562",15
"3563",15
"3564",21
"3565",31
"3566",25
"3567",7
"3568",16
"3569",15
"3570",24
"3571",26
"3572",166
"3573",107
"3574",132
"3575",36
"3576",115
"3577",15
"3578",18
"3579",38
"3580",9
"3581",34
"3582",13
"3583",229
"3584",0
"3585",16
"3586",8
"3587",8
"3588",49
"3589",30
"3590",8
"3591",74
"3592",28
"3593",24
"3594",37
"3595",28
"3596",107
"3597",92
"3598",130
"3599",11
"3600",94
"3601",17
"3602",46
"3603",91
"3604",65
"3605",101
"3606",55
"3607",18
"3608",153
"3609",20
"3610",69
"3611",128
"3612",26
"3613",109
"3614",100
"3615",17
"3616",32
"3617",42
"3618",135
"3619",13
"3620",41
"3621",67
"3622",31
"3623",41
"3624",23
"3625",1
"3626",73
"3627",17
"3628",31
"3629",182
"3630",0
"3631",15
"3632",16
"3633",17
"3634",14
"3635",31
"3636",18
"3637",1
"3638",22
"3639",55
"3640",11
"3641",77
"3642",18
"3643",6
"3644",157
"3645",75
"3646",114
"3647",80
"3648",23
"3649",16
"3650",23
"3651",28
"3652",3
"3653",31
"3654",55
"3655",60
"3656",4
"3657",35
"3658",18
"3659",1
"3660",1
"3661",7
"3662",76
"3663",10
"3664",14
"3665",3
"3666",18
"3667",32
"3668",7
"3669",199
"3670",21
"3671",29
"3672",32
"3673",54
"3674",33
"3675",53
"3676",31
"3677",21
"3678",4
"3679",22
"3680",43
"3681",47
"3682",11
"3683",24
"3684",8
"3685",22
"3686",20
"3687",30
"3688",36
"3689",20
"3690",30
"3691",31
"3692",2
"3693",23
"3694",28
"3695",27
"3696",34
"3697",23
"3698",20
"3699",19
"3700",17
"3701",34
"3702",25
"3703",53
"3704",155
"3705",148
"3706",13
"3707",13
"3708",18
"3709",0
"3710",36
"3711",13
"3712",38
"3713",12
"3714",50
"3715",162
"3716",197
"3717",24
"3718",22
"3719",17
"3720",27
"3721",20
"3722",102
"3723",224
"3724",177
"3725",91
"3726",104
"3727",76
"3728",11
"3729",157
"3730",40
"3731",23
"3732",4
"3733",162
"3734",1
"3735",1
"3736",21
"3737",135
"3738",0
"3739",19
"3740",63
"3741",171
"3742",24
"3743",19
"3744",3
"3745",21
"3746",30
"3747",46
"3748",16
"3749",19
"3750",17
"3751",0
"3752",15
"3753",43
"3754",206
"3755",108
"3756",7
"3757",18
"3758",37
"3759",1
"3760",0
"3761",40
"3762",5
"3763",18
"3764",38
"3765",19
"3766",25
"3767",47
"3768",23
"3769",77
"3770",59
"3771",21
"3772",95
"3773",21
"3774",30
"3775",19
"3776",22
"3777",38
"3778",34
"3779",16
"3780",33
"3781",21
"3782",27
"3783",23
"3784",1
"3785",27
"3786",27
"3787",72
"3788",22
"3789",34
"3790",24
"3791",29
"3792",30
"3793",18
"3794",41
"3795",40
"3796",39
"3797",27
"3798",21
"3799",17
"3800",74
"3801",22
"3802",211
"3803",284
"3804",8
"3805",4
"3806",47
"3807",7
"3808",20
"3809",38
"3810",164
"3811",48
"3812",34
"3813",38
"3814",56
"3815",146
"3816",71
"3817",15
"3818",48
"3819",17
"3820",32
"3821",16
"3822",1
"3823",24
"3824",22
"3825",38
"3826",50
"3827",2
"3828",29
"3829",39
"3830",71
"3831",23
"3832",15
"3833",15
"3834",6
"3835",1
"3836",21
"3837",5
"3838",1
"3839",58
"3840",35
"3841",15
"3842",32
"3843",42
"3844",1
"3845",17
"3846",2
"3847",26
"3848",2
"3849",24
"3850",23
"3851",17
"3852",32
"3853",20
"3854",15
"3855",34
"3856",22
"3857",39
"3858",20
"3859",23
"3860",15
"3861",8
"3862",26
"3863",22
"3864",23
"3865",19
"3866",29
"3867",18
"3868",31
"3869",35
"3870",28
"3871",56
"3872",15
"3873",48
"3874",21
"3875",30
"3876",86
"3877",24
"3878",0
"3879",20
"3880",24
"3881",111
"3882",6
"3883",7
"3884",61
"3885",15
"3886",33
"3887",44
"3888",18
"3889",24
"3890",155
"3891",148
"3892",18
"3893",0
"3894",57
"3895",11
"3896",21
"3897",15
"3898",24
"3899",43
"3900",5
"3901",13
"3902",32
"3903",11
"3904",9
"3905",64
"3906",2
"3907",27
"3908",21
"3909",32
"3910",74
"3911",3
"3912",61
"3913",15
"3914",47
"3915",108
"3916",94
"3917",72
"3918",34
"3919",21
"3920",43
"3921",49
"3922",196
"3923",64
"3924",45
"3925",19
"3926",43
"3927",61
"3928",78
"3929",151
"3930",29
"3931",130
"3932",84
"3933",230
"3934",24
"3935",24
"3936",93
"3937",22
"3938",21
"3939",22
"3940",27
"3941",31
"3942",70
"3943",46
"3944",20
"3945",98
"3946",30
"3947",33
"3948",137
"3949",84
"3950",76
"3951",67
"3952",97
"3953",29
"3954",48
"3955",16
"3956",63
"3957",17
"3958",73
"3959",49
"3960",49
"3961",35
"3962",16
"3963",67
"3964",35
"3965",22
"3966",69
"3967",23
"3968",14
"3969",17
"3970",17
"3971",94
"3972",120
"3973",33
"3974",17
"3975",119
"3976",7
"3977",26
"3978",59
"3979",1
"3980",4
"3981",57
"3982",39
"3983",22
"3984",5
"3985",75
"3986",18
"3987",2
"3988",6
"3989",9
"3990",66
"3991",14
"3992",27
"3993",18
"3994",82
"3995",126
"3996",52
"3997",13
"3998",22
"3999",37
"4000",44
"4001",26
"4002",23
"4003",46
"4004",78
"4005",33
"4006",28
"4007",65
"4008",25
"4009",28
"4010",99
"4011",26
"4012",68
"4013",28
"4014",18
"4015",60
"4016",46
"4017",22
"4018",144
"4019",57
"4020",168
"4021",12
"4022",15
"4023",24
"4024",61
"4025",46
"4026",73
"4027",41
"4028",18
"4029",143
"4030",32
"4031",24
"4032",7
"4033",24
"4034",8
"4035",25
"4036",28
"4037",28
"4038",5
"4039",0
"4040",15
"4041",15
"4042",56
"4043",20
"4044",43
"4045",37
"4046",90
"4047",85
"4048",29
"4049",37
"4050",14
"4051",35
"4052",4
"4053",23
"4054",78
"4055",41
"4056",83
"4057",109
"4058",85
"4059",10
"4060",17
"4061",15
"4062",20
"4063",110
"4064",30
"4065",72
"4066",25
"4067",1
"4068",19
"4069",66
"4070",30
"4071",28
"4072",3
"4073",16
"4074",20
"4075",24
"4076",18
"4077",19
"4078",7
"4079",11
"4080",43
"4081",24
"4082",1
"4083",13
"4084",8
"4085",52
"4086",69
"4087",28
"4088",19
"4089",22
"4090",20
"4091",29
"4092",24
"4093",46
"4094",23
"4095",59
"4096",23
"4097",11
"4098",5
"4099",8
"4100",24
"4101",16
"4102",16
"4103",47
"4104",20
"4105",266
"4106",299
"4107",51
"4108",17
"4109",27
"4110",32
"4111",23
"4112",82
"4113",29
"4114",24
"4115",29
"4116",25
"4117",21
"4118",16
"4119",10
"4120",25
"4121",88
"4122",63
"4123",19
"4124",27
"4125",24
"4126",256
"4127",24
"4128",4
"4129",1
"4130",56
"4131",45
"4132",19
"4133",65
"4134",77
"4135",80
"4136",21
"4137",0
"4138",16
"4139",51
"4140",18
"4141",53
"4142",40
"4143",18
"4144",27
"4145",27
"4146",15
"4147",28
"4148",15
"4149",23
"4150",29
"4151",89
"4152",118
"4153",113
"4154",112
"4155",182
"4156",27
"4157",86
"4158",22
"4159",138
"4160",44
"4161",93
"4162",103
"4163",22
"4164",86
"4165",162
"4166",98
"4167",30
"4168",24
"4169",45
"4170",35
"4171",0
"4172",35
"4173",35
"4174",11
"4175",129
"4176",37
"4177",28
"4178",29
"4179",16
"4180",38
"4181",6
"4182",57
"4183",69
"4184",48
"4185",13
"4186",18
"4187",25
"4188",24
"4189",18
"4190",3
"4191",42
"4192",21
"4193",17
"4194",17
"4195",9
"4196",22
"4197",30
"4198",18
"4199",45
"4200",16
"4201",10
"4202",17
"4203",18
"4204",36
"4205",63
"4206",5
"4207",24
"4208",6
"4209",80
"4210",22
"4211",22
"4212",41
"4213",17
"4214",60
"4215",79
"4216",29
"4217",18
"4218",23
"4219",45
"4220",245
"4221",142
"4222",99
"4223",30
"4224",25
"4225",214
"4226",45
"4227",19
"4228",21
"4229",23
"4230",29
"4231",13
"4232",24
"4233",64
"4234",15
"4235",26
"4236",13
"4237",3
"4238",161
"4239",32
"4240",97
"4241",10
"4242",129
"4243",23
"4244",42
"4245",22
"4246",20
"4247",8
"4248",38
"4249",47
"4250",3
"4251",35
"4252",21
"4253",19
"4254",23
"4255",18
"4256",232
"4257",180
"4258",48
"4259",20
"4260",16
"4261",50
"4262",16
"4263",80
"4264",15
"4265",23
"4266",13
"4267",123
"4268",42
"4269",144
"4270",174
"4271",106
"4272",85
"4273",20
"4274",71
"4275",16
"4276",21
"4277",56
"4278",11
"4279",19
"4280",57
"4281",20
"4282",90
"4283",79
"4284",7
"4285",27
"4286",127
"4287",143
"4288",0
"4289",21
"4290",32
"4291",24
"4292",24
"4293",148
"4294",13
"4295",108
"4296",104
"4297",45
"4298",29
"4299",20
"4300",29
"4301",72
"4302",66
"4303",20
"4304",22
"4305",15
"4306",16
"4307",20
"4308",20
"4309",20
"4310",46
"4311",28
"4312",16
"4313",24
"4314",17
"4315",13
"4316",20
"4317",16
"4318",82
"4319",21
"4320",19
"4321",8
"4322",22
"4323",19
"4324",17
"4325",17
"4326",20
"4327",13
"4328",51
"4329",25
"4330",10
"4331",39
"4332",61
"4333",91
"4334",69
"4335",56
"4336",49
"4337",16
"4338",53
"4339",44
"4340",13
"4341",24
"4342",16
"4343",45
"4344",23
"4345",19
"4346",28
"4347",50
"4348",24
"4349",146
"4350",15
"4351",132
"4352",0
"4353",34
"4354",12
"4355",18
"4356",1
"4357",41
"4358",38
"4359",35
"4360",22
"4361",15
"4362",16
"4363",22
"4364",47
"4365",57
"4366",42
"4367",13
"4368",21
"4369",54
"4370",15
"4371",97
"4372",27
"4373",50
"4374",5
"4375",22
"4376",5
"4377",12
"4378",11
"4379",49
"4380",21
"4381",14
"4382",33
"4383",100
"4384",26
"4385",86
"4386",192
"4387",20
"4388",24
"4389",60
"4390",73
"4391",39
"4392",37
"4393",17
"4394",152
"4395",36
"4396",10
"4397",16
"4398",29
"4399",20
"4400",58
"4401",39
"4402",15
"4403",7
"4404",23
"4405",9
"4406",21
"4407",19
"4408",23
"4409",14
"4410",15
"4411",37
"4412",42
"4413",34
"4414",17
"4415",38
"4416",34
"4417",42
"4418",78
"4419",0
"4420",39
"4421",3
"4422",52
"4423",29
"4424",86
"4425",122
"4426",148
"4427",8
"4428",20
"4429",39
"4430",3
"4431",28
"4432",18
"4433",19
"4434",12
"4435",131
"4436",16
"4437",24
"4438",15
"4439",17
"4440",21
"4441",22
"4442",40
"4443",25
"4444",23
"4445",18
"4446",2
"4447",10
"4448",13
"4449",24
"4450",5
"4451",7
"4452",110
"4453",22
"4454",20
"4455",6
"4456",16
"4457",65
"4458",15
"4459",67
"4460",7
"4461",25
"4462",12
"4463",28
"4464",117
"4465",16
"4466",13
"4467",25
"4468",46
"4469",21
"4470",6
"4471",9
"4472",34
"4473",18
"4474",21
"4475",51
"4476",118
"4477",7
"4478",30
"4479",7
"4480",69
"4481",8
"4482",23
"4483",21
"4484",10
"4485",21
"4486",22
"4487",21
"4488",71
"4489",40
"4490",29
"4491",23
"4492",17
"4493",17
"4494",11
"4495",13
"4496",25
"4497",30
"4498",123
"4499",135
"4500",64
"4501",79
"4502",81
"4503",17
"4504",6
"4505",14
"4506",127
"4507",4
"4508",3
"4509",55
"4510",4
"4511",24
"4512",22
"4513",79
"4514",104
"4515",22
"4516",56
"4517",26
"4518",19
"4519",15
"4520",15
"4521",35
"4522",21
"4523",16
"4524",3
"4525",17
"4526",45
"4527",9
"4528",19
"4529",2
"4530",5
"4531",33
"4532",35
"4533",6
"4534",7
"4535",26
"4536",11
"4537",6
"4538",20
"4539",18
"4540",5
"4541",34
"4542",26
"4543",17
"4544",21
"4545",52
"4546",116
"4547",140
"4548",16
"4549",34
"4550",2
"4551",25
"4552",71
"4553",23
"4554",16
"4555",4
"4556",17
"4557",16
"4558",16
"4559",5
"4560",17
"4561",34
"4562",12
"4563",120
"4564",15
"4565",53
"4566",105
"4567",46
"4568",206
"4569",44
"4570",68
"4571",15
"4572",16
"4573",12
"4574",17
"4575",0
"4576",152
"4577",143
"4578",79
"4579",116
"4580",14
"4581",32
"4582",3
"4583",30
"4584",34
"4585",15
"4586",18
"4587",63
"4588",2
"4589",17
"4590",23
"4591",3
"4592",16
"4593",8
"4594",22
"4595",18
"4596",20
"4597",5
"4598",19
"4599",3
"4600",22
"4601",24
"4602",17
"4603",15
"4604",29
"4605",23
"4606",29
"4607",67
"4608",19
"4609",29
"4610",10
"4611",38
"4612",23
"4613",3
"4614",20
"4615",51
"4616",33
"4617",24
"4618",15
"4619",33
"4620",38
"4621",28
"4622",39
"4623",2
"4624",22
"4625",26
"4626",54
"4627",154
"4628",13
"4629",62
"4630",85
"4631",24
