"","origin_regionMidwest","origin_regionNortheast","origin_regionSouth","origin_regionWest","dest_regionMidwest","dest_regionNortheast","dest_regionSouth","dest_regionWest","UNIQUE_CARRIER","DEP_DEL15","ARR_DELAY_NEW","AIR_TIME","DISTANCE","max_delay","dept_time","arr_time"
"5828",0,0,1,0,0,1,0,0,"B6",1,158,136,1076,"carrier",1417,145
"17845",0,0,1,0,0,0,0,1,"WN",1,27,127,843,"carrier",1129,1217
"70163",0,0,0,1,0,0,1,0,"AA",1,24,251,2311,"weather",574,1023
"31763",0,0,0,1,0,0,1,0,"F9",1,131,249,2218,"carrier",221,671
"24319",0,0,1,0,0,0,0,1,"AA",1,33,186,1235,"nas",1072,1165
"5495",0,0,1,0,0,1,0,0,"B6",0,18,173,1249,"security",1120,1316
"11275",0,0,0,1,0,0,0,1,"OO",1,74,113,784,"carrier",960,1033
"82030",1,0,0,0,1,0,0,0,"OO",0,29,50,282,"security",1082,1193
"23824",0,0,1,0,0,0,1,0,"AA",1,34,27,175,"carrier",934,976
"66295",0,0,0,1,0,1,0,0,"WN",1,111,169,1558,"weather",1181,61
"64922",0,0,0,1,0,0,0,1,"WN",1,38,106,602,"carrier",928,1053
"15523",1,0,0,0,0,0,1,0,"UA",0,17,133,925,"nas",853,1025
"32253",0,0,0,1,0,0,0,1,"HA",1,17,21,102,"carrier",1192,1228
"82505",0,0,0,1,0,0,0,1,"OO",1,190,77,666,"weather",806,969
"39800",0,0,0,1,0,0,0,1,"UA",1,15,113,967,"security",792,1005
"50321",0,0,1,0,0,0,0,1,"AA",0,15,333,2267,"security",566,735
"75237",0,0,0,1,0,0,0,1,"DL",1,23,89,532,"nas",703,757
"47809",0,0,1,0,0,1,0,0,"WN",1,43,89,666,"carrier",845,968
"71853",0,1,0,0,0,1,0,0,"AA",1,15,52,268,"carrier",963,1040
"76600",0,0,0,1,1,0,0,0,"DL",1,21,210,1589,"weather",800,1147
"23564",0,0,0,1,0,0,0,1,"AA",1,64,134,748,"security",1169,1276
"50462",0,0,1,0,0,0,0,1,"AA",0,73,256,1464,"security",1225,1404
"71750",0,0,1,0,0,0,1,0,"AA",1,16,105,759,"weather",1197,1336
"94175",0,1,0,0,0,0,1,0,"WN",0,27,191,992,"security",482,697
"30065",0,0,1,0,0,0,1,0,"EV",1,31,35,192,"carrier",1439,57
"64542",0,0,1,0,0,0,1,0,"WN",1,17,85,581,"weather",744,847
"41658",0,0,1,0,0,0,1,0,"WN",0,16,155,1209,"security",370,606
"46266",0,0,0,1,0,0,0,1,"WN",1,43,63,447,"carrier",1242,1318
"80446",0,0,1,0,0,1,0,0,"NK",1,325,54,369,"weather",1423,53
"10499",0,0,1,0,0,0,1,0,"EV",1,47,28,152,"weather",968,1014
"69572",0,0,1,0,0,0,0,1,"AA",0,23,212,1438,"security",674,803
"31780",0,0,0,1,0,0,1,0,"F9",1,59,127,1199,"carrier",1103,1394
"44305",0,0,0,1,0,0,0,1,"WN",1,68,69,397,"carrier",1179,1263
"9231",1,0,0,0,1,0,0,0,"EV",1,96,97,588,"weather",646,776
"49146",0,0,0,1,0,0,1,0,"AA",1,158,144,1337,"carrier",897,1196
"34396",0,0,0,1,0,0,0,1,"OO",1,34,62,391,"carrier",595,697
"96062",0,0,1,0,0,0,0,1,"AA",0,28,278,1773,"security",879,1062
"21221",0,0,1,0,0,0,1,0,"WN",0,16,52,302,"security",830,901
"31565",0,1,0,0,0,0,1,0,"F9",1,72,125,861,"carrier",699,855
"66758",0,0,1,0,1,0,0,0,"WN",1,89,95,591,"carrier",875,929
"72312",0,0,1,0,0,0,1,0,"AA",0,20,136,919,"security",424,594
"49609",0,0,1,0,0,0,0,1,"AA",0,27,228,1431,"security",1061,1195
"87024",0,0,0,1,0,1,0,0,"UA",1,116,307,2704,"weather",616,1142
"66358",1,0,0,0,1,0,0,0,"WN",1,17,47,228,"carrier",1117,1122
"72043",0,1,0,0,0,1,0,0,"AA",1,73,53,237,"weather",577,661
"40605",0,0,0,1,1,0,0,0,"UA",1,65,158,1186,"carrier",816,1053
"34940",1,0,0,0,1,0,0,0,"OO",1,32,40,113,"carrier",863,920
"73255",0,0,0,1,0,0,0,1,"AS",0,17,88,679,"security",347,492
"37796",0,0,0,1,0,0,1,0,"OO",0,20,74,581,"security",583,774
"91482",1,0,0,0,1,0,0,0,"WN",1,35,47,237,"security",837,915
"97628",1,0,0,0,0,0,0,1,"AA",0,16,188,1440,"security",1134,1322
"87143",0,0,1,0,0,0,0,1,"UA",1,43,219,1635,"nas",1162,1282
"59740",0,0,1,0,0,1,0,0,"EV",1,55,71,461,"weather",414,519
"16806",0,0,0,1,0,0,0,1,"WN",1,201,66,372,"security",1229,1311
"62954",0,0,0,1,0,1,0,0,"VX",1,56,296,2565,"security",535,1046
"82196",0,0,1,0,1,0,0,0,"OO",1,24,117,760,"carrier",788,873
"75936",0,0,1,0,0,0,0,1,"DL",1,30,305,2092,"weather",1198,1351
"41496",0,0,0,1,0,0,0,1,"WN",1,43,56,296,"carrier",1090,1168
"48033",0,0,1,0,0,0,0,1,"WN",0,23,229,1450,"security",1238,1363
"74163",0,1,0,0,0,0,1,0,"B6",0,16,152,1005,"security",354,557
"66730",0,0,1,0,0,1,0,0,"WN",1,48,153,1136,"carrier",1263,1428
"59603",0,0,1,0,0,0,1,0,"EV",1,340,67,448,"weather",1011,1038
"45499",0,0,1,0,0,0,1,0,"WN",1,52,126,973,"weather",1046,1252
"62780",0,0,0,1,0,1,0,0,"VX",1,48,310,2704,"weather",618,1128
"41402",0,0,1,0,0,0,1,0,"WN",1,105,67,444,"nas",948,1035
"38621",1,0,0,0,0,0,0,1,"UA",0,20,268,1726,"security",950,1120
"7872",1,0,0,0,1,0,0,0,"DL",0,51,55,235,"security",532,610
"36871",0,0,0,1,0,0,0,1,"OO",1,26,54,391,"carrier",972,1076
"3002",0,0,1,0,0,1,0,0,"AA",0,23,217,1521,"security",532,830
"92514",0,0,1,0,1,0,0,0,"WN",1,17,73,409,"carrier",1312,1407
"70911",0,0,1,0,0,1,0,0,"AA",1,71,178,1389,"security",1063,1360
"49203",0,0,1,0,1,0,0,0,"AA",0,17,76,500,"security",992,1112
"47826",0,0,1,0,0,0,1,0,"WN",0,15,45,189,"security",1187,1250
"64481",0,0,1,0,0,0,1,0,"WN",1,105,128,781,"carrier",1322,1410
"76103",0,0,1,0,0,0,0,1,"DL",0,21,258,1587,"security",487,649
"57930",0,0,1,0,0,0,0,1,"DL",1,44,256,1851,"carrier",1058,1228
"38622",0,0,1,0,0,1,0,0,"UA",1,17,142,1065,"security",1014,1194
"71110",0,0,1,0,1,0,0,0,"AA",1,198,113,802,"weather",512,651
"66140",0,0,1,0,1,0,0,0,"WN",1,61,116,745,"weather",432,506
"26009",0,0,1,0,0,0,1,0,"DL",1,36,70,404,"carrier",889,994
"39414",0,0,1,0,0,0,1,0,"UA",1,19,110,854,"weather",462,657
"17504",0,0,1,0,0,0,1,0,"WN",0,17,71,404,"security",375,487
"56302",0,0,0,1,0,0,1,0,"DL",1,68,179,1670,"carrier",868,1185
"83332",0,0,0,1,1,0,0,0,"OO",1,36,164,1437,"security",522,815
"36649",0,0,0,1,0,0,0,1,"OO",1,24,46,326,"carrier",1115,1192
"45543",0,0,0,1,1,0,0,0,"WN",1,33,105,977,"carrier",955,1193
"854",1,0,0,0,0,0,0,1,"AA",0,17,273,1814,"security",418,550
"30781",0,0,0,1,0,0,1,0,"F9",1,75,142,1199,"weather",1115,1410
"94846",0,0,1,0,0,0,1,0,"WN",1,31,131,969,"carrier",1169,1286
"24030",0,0,1,0,0,0,1,0,"AA",1,22,74,447,"carrier",981,1073
"47542",0,0,1,0,0,0,1,0,"WN",1,180,144,973,"weather",737,845
"84838",0,0,0,1,1,0,0,0,"OO",1,38,180,1437,"weather",805,1066
"75359",0,0,0,1,0,0,0,1,"DL",0,16,114,588,"carrier",589,665
"12433",0,0,0,1,0,0,0,1,"OO",0,19,69,461,"security",1329,1397
"79532",0,0,0,1,0,0,1,0,"F9",1,29,159,1546,"carrier",54,352
"80645",0,0,0,1,0,0,0,1,"NK",1,32,104,763,"security",996,1116
"2468",0,0,1,0,0,0,0,1,"AA",1,90,307,2174,"security",1099,1288
"10064",0,0,1,0,0,0,1,0,"EV",1,15,36,238,"weather",657,710
"70752",0,0,0,1,0,0,1,0,"AA",0,28,178,1431,"security",357,709
"21735",0,0,1,0,0,0,1,0,"AA",1,77,68,468,"security",1242,1381
"19844",0,0,0,1,0,0,0,1,"WN",1,16,45,304,"weather",673,791
"19743",0,0,0,1,0,0,0,1,"WN",0,23,34,181,"security",954,1028
"40205",0,1,0,0,1,0,0,0,"UA",1,36,118,719,"carrier",1140,1224
"22308",1,0,0,0,0,0,0,1,"AA",1,15,203,1440,"weather",1245,1406
"97121",0,0,1,0,0,0,1,0,"AA",1,32,34,175,"carrier",793,850
"32890",0,0,1,0,1,0,0,0,"NK",1,17,131,983,"carrier",857,1008
"86826",0,0,1,0,0,1,0,0,"UA",0,15,149,937,"security",833,1005
"78456",0,0,1,0,1,0,0,0,"EV",1,53,67,310,"carrier",988,1074
"3128",0,0,1,0,0,0,0,1,"AA",0,29,323,2174,"security",1214,1400
"15251",0,0,1,0,1,0,0,0,"UA",1,18,134,925,"weather",955,1122
"77201",0,0,1,0,0,0,1,0,"DL",1,213,38,226,"carrier",129,186
"55020",0,0,1,0,0,0,1,0,"DL",1,33,24,106,"carrier",996,1037
"50656",0,0,1,0,0,0,1,0,"AA",0,48,92,731,"security",444,673
"29434",0,0,1,0,0,0,1,0,"EV",0,22,74,438,"security",541,658
"46693",0,1,0,0,1,0,0,0,"WN",1,47,152,872,"carrier",1140,1257
"86901",0,0,0,1,0,0,0,1,"UA",1,23,100,679,"security",706,833
"91237",0,0,0,1,0,0,0,1,"WN",1,107,52,304,"carrier",1207,1387
"18701",0,0,0,1,0,0,0,1,"WN",1,34,63,397,"carrier",1082,1159
"80277",0,0,0,1,0,1,0,0,"HA",1,86,541,4983,"weather",1066,501
"11707",0,0,0,1,0,0,0,1,"OO",1,21,63,509,"carrier",1017,1159
"43875",0,0,1,0,0,0,1,0,"WN",0,43,100,472,"security",728,863
"60726",1,0,0,0,1,0,0,0,"OO",1,41,35,116,"carrier",1027,1100
"58691",1,0,0,0,0,0,1,0,"DL",1,138,88,669,"weather",489,683
"60173",0,0,1,0,0,0,1,0,"EV",0,16,41,227,"security",829,906
"23385",0,0,1,0,0,0,0,1,"AA",1,65,185,1235,"security",610,714
"14582",0,0,0,1,0,0,0,1,"UA",1,55,41,236,"security",851,920
"62609",0,1,0,0,0,0,1,0,"VX",0,16,201,1381,"security",725,916
"83369",0,0,0,1,0,0,0,1,"OO",1,171,96,594,"nas",1276,1425
"48914",0,0,1,0,0,0,1,0,"AA",1,21,151,919,"carrier",1077,1255
"22974",0,0,1,0,0,1,0,0,"AA",1,55,112,861,"security",1081,1231
"14972",0,0,0,1,0,0,0,1,"UA",1,15,325,2556,"carrier",915,1136
"68359",0,0,0,1,0,0,0,1,"WN",1,23,62,373,"carrier",901,978
"24249",0,0,0,1,0,0,0,1,"AA",1,124,115,748,"weather",709,916
"53679",0,0,1,0,0,0,0,1,"DL",0,36,266,1670,"security",370,566
"88027",0,0,0,1,0,0,0,1,"UA",1,162,70,337,"security",1402,122
"53436",0,0,0,1,0,1,0,0,"B6",0,24,313,2475,"security",1277,356
"41505",0,0,1,0,0,0,1,0,"WN",1,306,101,577,"weather",832,1011
"66662",0,0,0,1,0,0,0,1,"WN",1,41,73,371,"carrier",664,751
"72282",0,0,1,0,0,1,0,0,"AA",1,127,83,541,"carrier",1103,1211
"40582",1,0,0,0,0,0,1,0,"UA",1,21,147,1197,"nas",487,718
"5749",0,0,1,0,0,1,0,0,"B6",1,34,153,1023,"security",1167,1353
"63307",0,0,0,1,0,0,0,1,"VX",1,35,60,337,"carrier",1205,1285
"71980",1,0,0,0,0,0,0,1,"AA",0,30,230,1440,"security",1217,1409
"73045",0,0,1,0,0,0,0,1,"AS",1,123,289,2306,"carrier",1160,1323
"22097",0,0,1,0,0,0,1,0,"AA",0,28,96,594,"security",1113,1266
"15709",1,0,0,0,0,0,1,0,"UA",1,82,122,1012,"carrier",1170,1374
"8838",0,0,1,0,0,0,1,0,"EV",0,20,82,308,"security",307,411
"64379",0,0,0,1,0,0,0,1,"WN",1,43,45,338,"carrier",1151,1273
"61125",0,0,0,1,0,0,0,1,"OO",0,18,57,399,"security",1207,1361
"74677",0,0,1,0,0,0,1,0,"B6",1,42,138,1046,"carrier",1164,1260
"86649",0,1,0,0,1,0,0,0,"UA",1,124,112,733,"weather",1290,1373
"25319",0,0,0,1,0,0,0,1,"DL",1,54,98,588,"carrier",971,1029
"26692",1,0,0,0,0,0,1,0,"DL",1,167,99,669,"weather",508,712
"18432",0,0,1,0,0,0,1,0,"WN",1,41,137,1209,"carrier",966,1176
"87236",1,0,0,0,0,0,0,1,"UA",1,18,196,1440,"weather",1214,1370
"55030",0,0,1,0,0,0,0,1,"DL",1,217,324,2139,"security",695,866
"79747",0,0,1,0,0,0,1,0,"F9",0,15,122,879,"security",629,800
"7737",1,0,0,0,0,0,1,0,"DL",0,29,97,707,"security",335,562
"64116",0,0,0,1,0,0,0,1,"VX",1,115,49,337,"carrier",1240,1315
"3519",0,0,1,0,0,0,0,1,"AS",1,184,304,2149,"carrier",1224,1362
"50901",0,0,0,1,0,0,0,1,"AS",1,129,94,672,"weather",1252,1384
"24171",0,0,1,0,0,0,1,0,"AA",1,63,33,175,"carrier",960,1010
"4586",0,0,0,1,0,0,0,1,"AS",0,18,135,954,"security",538,715
"65183",0,0,0,1,0,0,0,1,"WN",1,43,50,365,"carrier",846,973
"9991",0,0,1,0,0,0,1,0,"EV",1,41,49,240,"weather",551,564
"48123",1,0,0,0,0,0,1,0,"WN",1,51,98,594,"nas",664,791
"84710",1,0,0,0,1,0,0,0,"OO",1,30,52,222,"nas",1226,1239
"49579",1,0,0,0,0,0,1,0,"AA",1,15,153,986,"carrier",719,841
"11084",0,0,0,1,0,0,0,1,"OO",1,129,29,109,"carrier",1338,1417
"90004",0,0,1,0,0,0,0,1,"WN",0,28,124,775,"security",388,488
"22067",0,0,1,0,0,0,1,0,"AA",1,51,72,507,"carrier",1233,1320
"58471",0,1,0,0,0,0,1,0,"DL",1,219,158,1121,"weather",1179,1364
"96163",0,0,1,0,0,0,0,1,"AA",1,130,150,989,"weather",671,791
"25839",0,0,1,0,0,0,1,0,"DL",0,20,69,406,"security",681,796
"56941",0,0,1,0,0,0,1,0,"DL",1,99,75,545,"carrier",1156,1285
"91635",0,0,1,0,0,0,1,0,"WN",1,17,116,670,"weather",997,1127
"27072",0,0,1,0,0,0,1,0,"DL",1,145,38,271,"weather",507,625
"89793",0,0,0,1,0,0,0,1,"WN",0,15,39,296,"security",425,510
"95876",0,0,1,0,0,0,0,1,"AA",0,17,168,1055,"security",545,626
"13349",0,0,0,1,0,0,0,1,"OO",1,46,68,493,"carrier",780,868
"88474",0,0,1,0,0,0,1,0,"UA",1,95,156,1190,"security",482,783
"77975",1,0,0,0,0,1,0,0,"EV",1,47,86,645,"security",1073,1202
"94744",0,0,1,0,0,0,1,0,"WN",1,21,46,255,"carrier",762,821
"7285",0,1,0,0,1,0,0,0,"DL",0,19,202,1124,"security",1000,1166
"71233",0,1,0,0,0,0,0,1,"AA",1,82,363,2370,"carrier",1128,1335
"21917",0,0,0,1,0,0,0,1,"AA",1,83,47,304,"carrier",1258,1387
"38380",0,0,0,1,0,0,0,1,"UA",0,28,117,602,"security",488,636
"17442",0,0,0,1,0,0,0,1,"WN",1,209,96,337,"carrier",1079,1199
"32374",0,0,0,1,0,0,0,1,"HA",1,23,35,163,"carrier",1298,1349
"92393",0,0,0,1,0,0,0,1,"WN",1,43,69,480,"carrier",1321,1398
"1435",0,0,0,1,0,0,0,1,"AA",1,40,44,255,"carrier",671,789
"55931",0,0,0,1,0,1,0,0,"DL",1,15,279,2422,"weather",479,980
"4939",0,0,0,1,0,0,0,1,"AS",0,18,305,2457,"security",950,1399
"23221",0,0,0,1,0,1,0,0,"AA",1,70,174,1558,"carrier",765,1090
"51776",0,1,0,0,0,0,0,1,"B6",1,24,365,2576,"weather",1252,32
"12199",0,0,0,1,0,0,1,0,"OO",1,44,129,1087,"weather",1262,54
"71157",0,0,0,1,1,0,0,0,"AA",0,30,190,1726,"security",593,972
"29381",1,0,0,0,1,0,0,0,"EV",1,187,97,557,"weather",697,847
"24619",0,0,1,0,0,0,1,0,"B6",1,62,133,899,"carrier",1046,1192
"31448",1,0,0,0,0,0,1,0,"F9",1,97,134,1005,"carrier",489,716
"4120",0,1,0,0,0,0,0,1,"AS",0,25,344,2402,"security",1045,1275
"81797",0,0,1,0,0,0,1,0,"OO",0,20,114,817,"security",772,974
"40880",0,0,0,1,0,0,0,1,"WN",0,18,59,255,"security",392,543
"47527",0,0,0,1,0,0,0,1,"WN",1,56,80,590,"carrier",895,1051
"15631",0,0,0,1,0,0,1,0,"UA",1,77,164,1504,"weather",1084,1396
"65786",0,0,0,1,0,0,0,1,"WN",1,191,53,414,"carrier",1400,41
"68769",0,0,0,1,0,0,0,1,"WN",1,43,35,197,"carrier",1305,1353
"10664",0,1,0,0,0,0,1,0,"EV",1,98,82,544,"carrier",1122,1261
"82200",0,0,1,0,1,0,0,0,"OO",1,15,90,584,"carrier",910,1025
"49865",1,0,0,0,0,0,1,0,"AA",0,17,138,802,"security",1234,1396
"51518",1,0,0,0,0,1,0,0,"B6",1,27,93,867,"weather",1181,1358
"33292",0,0,1,0,0,0,0,1,"NK",1,78,343,2173,"security",1270,17
"32891",0,0,1,0,1,0,0,0,"NK",1,136,133,983,"weather",966,1127
"18926",0,0,0,1,0,0,0,1,"WN",1,20,91,621,"carrier",1128,1170
"10618",0,0,1,0,0,1,0,0,"EV",1,21,92,474,"carrier",1063,1174
"64038",0,0,0,1,0,1,0,0,"VX",1,49,272,2586,"security",873,1379
"6679",0,0,1,0,0,0,1,0,"DL",1,102,90,581,"weather",636,745
"1709",0,0,1,0,0,0,1,0,"AA",0,35,41,204,"security",1114,1222
"47361",0,0,1,0,1,0,0,0,"WN",1,19,107,919,"weather",567,749
"47652",0,0,1,0,0,0,1,0,"WN",1,20,83,488,"weather",672,770
"59690",0,0,1,0,1,0,0,0,"EV",1,36,112,841,"weather",1264,1330
"89071",0,0,0,1,0,0,0,1,"UA",1,44,281,2405,"carrier",70,506
"36116",0,0,0,1,0,0,0,1,"OO",0,19,77,451,"security",412,482
"91063",0,0,0,1,0,0,1,0,"WN",1,27,162,1587,"carrier",674,982
"58148",0,0,1,0,0,0,0,1,"DL",0,16,248,1587,"security",493,648
"20715",0,0,1,0,0,0,1,0,"WN",1,33,44,248,"carrier",846,908
"88410",0,0,1,0,0,1,0,0,"UA",1,92,156,1023,"carrier",905,1082
"95223",1,0,0,0,0,1,0,0,"WN",0,15,110,838,"security",805,1000
"68154",0,0,1,0,0,0,0,1,"WN",0,31,159,872,"security",1105,1221
"48674",0,0,1,0,0,0,1,0,"WN",1,15,269,1997,"carrier",1015,1185
"47430",0,0,1,0,0,0,1,0,"WN",0,46,168,1105,"security",994,1176
"75720",0,0,0,1,0,0,0,1,"DL",1,16,95,588,"weather",702,761
"95471",0,0,1,0,0,0,1,0,"WN",1,19,44,248,"carrier",1306,1364
"8222",0,0,1,0,0,0,1,0,"EV",1,61,36,190,"weather",955,1009
"82397",0,0,0,1,0,0,0,1,"OO",1,83,132,737,"security",702,811
"7340",0,0,1,0,0,0,1,0,"DL",1,26,111,813,"carrier",918,991
"46544",0,0,0,1,0,0,0,1,"WN",1,86,38,223,"carrier",1188,1251
"91114",0,0,0,1,0,0,0,1,"WN",1,59,56,325,"carrier",1219,1229
"26204",0,0,1,0,0,0,1,0,"DL",1,32,118,696,"carrier",1037,1111
"86217",0,0,0,1,1,0,0,0,"UA",1,138,102,888,"weather",1356,99
"76973",1,0,0,0,0,1,0,0,"DL",1,165,82,632,"weather",869,1004
"59379",0,0,1,0,0,0,1,0,"EV",1,86,104,851,"carrier",1247,1429
"31935",1,0,0,0,0,0,0,1,"F9",0,46,153,888,"security",558,716
"71833",0,0,1,0,0,1,0,0,"AA",1,35,91,644,"carrier",1028,1142
"92202",0,1,0,0,0,0,1,0,"WN",1,108,126,861,"carrier",797,943
"15966",0,0,1,0,0,0,1,0,"UA",1,23,40,224,"weather",1339,1398
"77399",0,0,1,0,1,0,0,0,"DL",1,161,65,432,"weather",1316,1401
"64563",0,0,1,0,0,0,1,0,"WN",1,27,58,404,"carrier",962,1037
"28536",0,1,0,0,0,1,0,0,"DL",0,26,41,184,"security",1033,1131
"48692",0,0,1,0,1,0,0,0,"WN",1,20,85,591,"weather",1396,0
"47550",0,0,1,0,0,0,0,1,"WN",1,22,293,2039,"weather",1026,1152
"31352",0,0,0,1,0,0,1,0,"F9",1,57,178,1520,"carrier",1095,1427
"80032",0,0,0,1,0,0,0,1,"HA",1,83,389,2762,"carrier",165,453
"12952",1,0,0,0,1,0,0,0,"OO",1,27,19,74,"weather",1026,1068
"21569",1,0,0,0,0,0,1,0,"AA",1,125,79,599,"weather",471,627
"86829",0,1,0,0,1,0,0,0,"UA",1,22,112,719,"weather",854,930
"19455",0,0,1,0,0,0,1,0,"WN",1,17,46,239,"weather",1126,1187
"94127",0,0,0,1,0,0,0,1,"WN",1,87,88,672,"weather",1233,1337
"57273",0,1,0,0,0,1,0,0,"DL",1,50,53,187,"carrier",1069,1160
"55224",0,0,1,0,1,0,0,0,"DL",1,244,92,591,"carrier",59,130
"13244",1,0,0,0,1,0,0,0,"OO",1,203,59,284,"carrier",1430,79
"24473",0,0,1,0,0,0,0,1,"AA",1,24,337,2342,"weather",945,1132
"87525",0,0,0,1,1,0,0,0,"UA",1,89,224,1846,"weather",1159,104
"92897",0,0,1,0,0,0,1,0,"WN",0,46,130,1108,"security",541,806
"21630",0,0,1,0,0,0,0,1,"AA",1,56,294,2125,"carrier",1037,1186
"25464",0,0,1,0,0,0,1,0,"DL",0,26,93,534,"security",896,1044
"90590",0,0,0,1,0,0,0,1,"WN",1,127,50,236,"security",641,717
"14883",0,0,0,1,0,0,0,1,"UA",1,43,59,337,"carrier",941,1032
"15426",0,0,1,0,0,0,0,1,"UA",1,58,348,2585,"security",1145,1333
"92952",0,0,1,0,1,0,0,0,"WN",0,24,143,949,"security",957,1089
"64730",0,0,1,0,0,1,0,0,"WN",1,19,59,377,"weather",1319,1394
"89731",0,0,0,1,0,0,0,1,"WN",1,21,49,368,"carrier",720,851
"72671",0,0,0,1,0,0,0,1,"AS",0,23,207,1533,"security",1047,1368
"25685",0,0,1,0,0,0,1,0,"DL",1,31,47,240,"weather",1404,1415
"68621",0,0,1,0,0,1,0,0,"WN",1,51,61,377,"carrier",1269,1346
"31998",0,0,0,1,0,0,0,1,"HA",1,16,36,216,"carrier",1094,1146
"96955",0,0,1,0,0,0,1,0,"AA",0,69,129,1143,"security",331,615
"92146",0,0,0,1,0,0,0,1,"WN",1,36,84,543,"carrier",1181,1276
"19434",0,0,1,0,0,0,0,1,"WN",1,38,100,714,"carrier",881,953
"16063",0,0,1,0,0,0,1,0,"WN",1,44,56,323,"weather",1313,1394
"72865",0,0,0,1,0,0,0,1,"AS",1,36,190,1448,"weather",1034,1311
"52876",0,1,0,0,0,0,1,0,"B6",1,47,134,937,"carrier",949,1103
"32717",1,0,0,0,0,0,0,1,"NK",0,89,206,1299,"security",449,611
"81750",0,0,0,1,0,0,0,1,"OO",1,93,69,451,"weather",515,564
"79991",0,0,0,1,0,0,0,1,"HA",0,21,317,2398,"weather",520,756
"33772",0,0,0,1,0,0,0,1,"NK",0,26,114,862,"security",430,550
"34711",1,0,0,0,1,0,0,0,"OO",0,39,49,236,"security",1066,1192
"25393",0,0,1,0,0,0,1,0,"DL",1,42,74,404,"security",881,998
"58247",0,0,1,0,0,0,1,0,"DL",1,120,27,106,"weather",630,671
"21327",0,0,0,1,0,0,1,0,"WN",0,19,210,1751,"weather",578,929
"39597",0,0,0,1,0,0,0,1,"UA",1,75,138,967,"security",1000,1121
"4675",0,0,0,1,0,0,0,1,"AS",0,21,85,627,"security",874,1011
"27508",0,0,1,0,0,0,1,0,"DL",1,95,86,515,"security",832,966
"13271",1,0,0,0,0,1,0,0,"OO",1,42,74,528,"carrier",932,1099
"85319",1,0,0,0,1,0,0,0,"OO",1,36,65,397,"weather",1306,1401
"15481",1,0,0,0,0,0,0,1,"UA",1,75,264,1846,"security",596,780
"24797",0,0,1,0,0,1,0,0,"B6",1,57,148,1065,"security",970,1162
"28893",0,0,1,0,1,0,0,0,"EV",1,126,52,310,"carrier",788,874
"86821",1,0,0,0,0,0,1,0,"UA",1,31,79,622,"carrier",1138,1296
"25776",0,0,1,0,1,0,0,0,"DL",1,23,82,484,"carrier",874,922
"24747",0,1,0,0,0,0,1,0,"B6",1,18,130,1056,"weather",980,1134
"19000",0,0,0,1,0,0,0,1,"WN",1,24,95,651,"carrier",958,1134
"37291",0,0,0,1,0,0,0,1,"OO",1,80,52,261,"nas",856,868
"64883",0,0,0,1,0,0,0,1,"WN",1,29,102,628,"carrier",1287,1349
"28190",1,0,0,0,1,0,0,0,"DL",1,125,49,297,"carrier",542,635
"73907",0,1,0,0,0,0,1,0,"B6",1,63,73,413,"carrier",1161,1251
"72474",0,0,1,0,0,0,1,0,"AA",0,30,42,257,"security",1226,1328
"79989",0,0,0,1,0,0,0,1,"HA",0,15,339,2398,"weather",510,750
"40179",0,0,1,0,0,1,0,0,"UA",1,87,151,1372,"security",819,1074
"77434",0,0,1,0,0,0,0,1,"DL",1,42,185,1340,"weather",683,764
"94012",1,0,0,0,0,0,0,1,"WN",0,20,256,1750,"security",558,725
"53251",0,1,0,0,0,1,0,0,"B6",0,19,71,280,"security",974,1100
"12378",0,0,0,1,0,0,0,1,"OO",1,341,86,679,"weather",1260,1373
"9752",0,0,1,0,0,0,1,0,"EV",1,227,87,302,"weather",1285,1332
"41581",0,0,1,0,0,1,0,0,"WN",1,69,56,327,"weather",1395,29
"67125",0,0,0,1,0,0,0,1,"WN",1,141,57,337,"security",1281,1361
"60716",1,0,0,0,1,0,0,0,"OO",0,18,43,243,"security",1204,1309
"53440",0,0,1,0,0,0,1,0,"B6",1,63,112,680,"carrier",619,751
"45847",1,0,0,0,0,0,1,0,"WN",1,21,80,460,"weather",1234,1326
"2236",0,0,1,0,0,1,0,0,"AA",1,25,167,1562,"weather",1129,1395
"56791",1,0,0,0,0,0,0,1,"DL",1,46,182,1299,"security",738,830
"51306",0,0,1,0,0,1,0,0,"B6",1,290,135,1028,"weather",15,164
"72147",0,0,1,0,0,0,1,0,"AA",0,40,48,185,"security",420,535
"34648",1,0,0,0,1,0,0,0,"OO",1,25,92,588,"carrier",1234,1351
"41953",0,0,1,0,0,0,1,0,"WN",0,24,71,239,"security",415,504
"77727",0,0,1,0,1,0,0,0,"EV",0,24,123,642,"security",1051,1139
"28193",0,0,0,1,0,0,1,0,"DL",0,28,180,1590,"security",585,960
"70440",0,0,1,0,0,0,0,1,"AA",0,38,233,1438,"security",1031,1172
"42818",0,0,1,0,0,0,0,1,"WN",1,24,190,1216,"weather",1146,1229
"2490",0,0,1,0,0,0,1,0,"AA",1,52,61,361,"weather",944,1033
"53751",0,0,1,0,0,0,1,0,"DL",1,267,33,192,"weather",100,153
"82296",0,0,0,1,1,0,0,0,"OO",1,21,84,627,"weather",615,791
"80967",0,0,1,0,0,1,0,0,"NK",0,62,133,913,"security",871,1061
"1503",0,0,1,0,0,0,0,1,"AA",1,120,223,1616,"carrier",875,999
"86320",0,0,0,1,0,0,0,1,"UA",0,26,364,2486,"security",840,1109
